Tweet	subtask_a	subtask_b	subtask_c
Koronakalata leveraged by its own failure to cover the Center Party and the state, leading mahabhakasa Sushant Singh in the matter ...	not offensive	NULL	NULL
v talo .. Close to the advertisement pray that .. 🤦🤦	not offensive	NULL	NULL
Today sambhu daily special.	not offensive	NULL	NULL
Sushant Bihar, Himachal Pradesh .. Ria Bangalore Kangana and comment in Maharashtra where it Ini .. 🤦♂️🤦♂️🤦♂️ the ...	not offensive	NULL	NULL
When you can be great when you want to own a tharavalam. Otherwise the life of someone big to you ...	not offensive	NULL	NULL
Tai susantabaddala her so much patience the top of selfless love talamalibaddala BJP Mumbai ...	not offensive	NULL	NULL
Girls girls jalavanya the children never to natatata not natata to impress.	not offensive	NULL	NULL
The strength than the strength of man should be given to making life.	not offensive	NULL	NULL
Heartfelt thanks to everyone for 100 full follow the same cooperation and love rahudyata	not offensive	NULL	NULL
See Ray Army kumathekara ... our country's military officers are also no state religion, irrespective of creed but of ...	not offensive	NULL	NULL
When his own house will be rented mind rahilyasarakhi feeling ... ... having the time to stay ubha own feet ...	not offensive	NULL	NULL
I refer to article 31 of the baby easily one of you called knowledge ...	not offensive	NULL	NULL
But the mind is not a lot .. do not know .. there is fear sometimes natyatala locks to solve than the quiet night ...	not offensive	NULL	NULL
Opening symbols from the character information is growing recognition by the statements formed consonant words. Literate tetuna Ma ...	not offensive	NULL	NULL
The destiny of the people of India do not stay gentle L Pakistan border region of Pakistan on the road or the father of the country ... believe in yourself	not offensive	NULL	NULL
What common bhasikala reason to be so much affection for a Bollywood natibaddala? My Marathi her contribution to zero ....	not offensive	NULL	NULL
What should happen to match your experience, what your company is not in our hands. Our job was to do with the destiny of the time. The rest .... difficult ...	not offensive	NULL	NULL
Asha Bhosle sing a song, tell your love of the cap	not offensive	NULL	NULL
And by which it is written is very fitting thieves are very clever when they drive away the buffalo buffalo The first thing they ...	not offensive	NULL	NULL
By Sanjay Raut told his curse and swear they gave out free'm defame	not offensive	NULL	NULL
The king was not happy. Suddenly there was a six to seven year old son, and said to the king Ayala Hyo nagadaca phiratoya hear the lyrics ...	not offensive	NULL	NULL
Land-line phone that was hundreds of Pune karvenagara areas are closed throughout the year. The Senior Citizens adj ...	not offensive	NULL	NULL
Office workers and humiliation as she broke Mumbai's laughing as mva will not be in Mumbai Bo ...	not offensive	NULL	NULL
Ray is not the father of the country's economy ... campya PA Governor from 1991 to the Minister of Finance plans ...	not offensive	NULL	NULL
Some of Buda agalagali an unauthorized construction padalam Mumbai. When our Belgaum Shivaji statue ...	not offensive	NULL	NULL
Hand man of good lots to the center of the area of ​​machinery and discredit the state ...	not offensive	NULL	NULL
Koronavirodhata come together to fight the whole world was being built in such speculation. But that is not happening in reality it ...	not offensive	NULL	NULL
When you add language Marathi thing	not offensive	NULL	NULL
Hindi speakers still on the load? Koronamukti of the phone ... You	not offensive	NULL	NULL
If the division is there, but residents have to read the story aibapaneca	not offensive	NULL	NULL
Anticipating a pleasure to be endured many wars and suffering, but happily showed a glimpse of sent and suffering .... © ...	not offensive	NULL	NULL
Wait for the action to political criticism to unauthorized work? Who will rise further and started another alien will leave the comment. ...	not offensive	NULL	NULL
.... which makes it next to their wives, who struck contrary it	not offensive	NULL	NULL
For so long you did not know that the residents of the commercial use of space? time	not offensive	NULL	NULL
If the craving is not what the sky befall you if you asked any bombalata sit or we will not keep quiet, we still Marathi ...	not offensive	NULL	NULL
I am not that much to you, but some of my feelings Recognizing when 🤦♂ love karato. . .	not offensive	NULL	NULL
Sushant Bihar Ria Bangalore Kangana Himachal Pradesh, Maharashtra and comment. . . What is the exact affairs.	not offensive	NULL	NULL
Rahul Dravid was his last match in 2011 against England scored 6 9 runs. ...	not offensive	NULL	NULL
The ...	not offensive	NULL	NULL
Knowledge does not have a lot of wisdom ... to debris, but to compromise with the conclusion may be that every time ...	not offensive	NULL	NULL
The appointment of two large positions in the legend of criticism kadaduna	not offensive	NULL	NULL
The book was a thousand Followers flow. The response is increased by bubbling a very short time and at the same time hurupa pressure. A ...	not offensive	NULL	NULL
live updates | Dr. Bharat tomorrow. Babasaheb Ambedkar memorial statue of the Status of the program Indu mill is going to be here. ...	not offensive	NULL	NULL
The bird kelili portrait rangoli two years ago Eagle of my treasury.	not offensive	NULL	NULL
On the basis of which they have asked the question that? They were shocked to write? But appreciate Ashwin own murkhapa ...	not offensive	NULL	NULL
The two men, two yards away was the supreme leader of the party say they favor the people. Samanyanna all the rules which the rest ...	not offensive	NULL	NULL
Oh, you do not just make clear what your boy babies life ?? The babies I have patrikaritaca end slavery? ...	not offensive	NULL	NULL
A partial wonder what you put rubbish? Although they are much Vidarbha districts Ma ...	not offensive	NULL	NULL
Modi came from increased unemployment. In 2014, we were all collector.	not offensive	NULL	NULL
Whose responsibility is it that there are rights to?	not offensive	NULL	NULL
Some things are happening. Some occur down. But things can occur in situations present leaflet gives them direction and after ...	not offensive	NULL	NULL
If still not heard this poem yutyuba channel link below and see exactly	not offensive	NULL	NULL
Amhim not sit quiet Sant anajipanta's not the innings wickets padanyaitake slow. Will possess ...	not offensive	NULL	NULL
No .. rusaleta as they do not believe this role ...	not offensive	NULL	NULL
Now is certainly not tell from their expectations ... is the kid is quiet ...	not offensive	NULL	NULL
An uncle of his that they feel loudly asking questions of journalists the head of the result lies Po ...	not offensive	NULL	NULL
Oh foolish yogiji has to work like you do not Treason babaramati of Maulana uncle sitting kelatari	not offensive	NULL	NULL
2018 World Cup Golden Ball winner and the best player in the 2018 Croatian Luka modrika of the 35 th birthday of ...	not offensive	NULL	NULL
Sangamner taluka khandarmal my boss is a village in 2016, I gahana land bank by Rs 7 lakh ...	not offensive	NULL	NULL
Is your MP? Then he went to the party which did not know What nonsense is this not what any vision. ...	not offensive	NULL	NULL
Kangana heard news of the day was the news yesterday she will be heard by now left the question Coronas	not offensive	NULL	NULL
The pessimist sees difficulty in every opportunity; an optimist sees the opportunity in every difficulty	not offensive	NULL	NULL
You have to stand out in the sun and in the shade of the Dr. can not make my own shadow. Prakash Baba ...	not offensive	NULL	NULL
Buy food or drink that Ben ads are piuna 50 of 50 hydro. The fact is that nature is not a drug. It's what still in 2020 ...	not offensive	NULL	NULL
All the objective tests of 1 to 4 shall apply to the method of use of the negative points of the State pariksarthinna be cut ...	not offensive	NULL	NULL
Understand talking marriage ... ... to discredit the purpose of taking ekacam Maharashtra and B ...	not offensive	NULL	NULL
He praised the support that would not respect reproach days at asatipana ...	not offensive	NULL	NULL
Here 's the use of Chhatrapati Shivaji Maharaj's photo ..... .... we are aradhyadaivata her support generated ...	not offensive	NULL	NULL
Just cast a love poem miravanarya thombyanni the best poetry written manapasuna but as social ones ...	not offensive	NULL	NULL
The benefits of eating sapota you know? Https t.co dqwgiztfa9	not offensive	NULL	NULL
Daektara i am sorry ... 1 hour Even if the patient would expect Burr were anala .... papya aighalya ... but before 10 minutes aeksi ...	not offensive	NULL	NULL
Poco poco m2 at the most affordable smartphone launch 6 GB of RAM and a 5000 mAh battery with a quad rear camera	not offensive	NULL	NULL
What is the player who in the Mumbai Indians team in the 2013 film Po Che child role ...	not offensive	NULL	NULL
Daughter of the value of goods is not the same girl that would not honor	not offensive	NULL	NULL
Asha Bhosle This is a miracle, but the power of their voice is not perfectly lighting the fire that strikes the tree, the electricity ...	not offensive	NULL	NULL
K f sticker by production of gas from the Honorable Narendra Modi, aka aka cahavala throw aka digrimastara gatara president ...	not offensive	NULL	NULL
